ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10
935.7,112.21,478.77,904.93,37.34,575.66,297.27,117.22,527.14,150.41
199.08,858.72,729.23,687.14,643.23,934.56,96.1,29.97,77.82,932.52
713.96,307.96,564.26,280.53,151.27,965.93,152.78,81.25,948.63,240.33
152.8,126.74,542.98,340.33,935.32,291.98,297.45,698.43,325.67,320.86
523.65,924.47,20.95,55.74,790.01,565.09,319.96,948.66,606.85,76.11
197.63,32.87,331.43,766.85,260.41,205.43,320.53,102.09,190.75,92.48
652.99,560.75,98.19,60.19,890.81,625.09,926.98,148.56,225.67,603.02
290.93,137.11,876.83,201.04,283.45,870.61,408.19,280.81,63.42,338.0
387.26,222.48,195.19,266.09,543.5,127.13,729.94,445.54,550.77,743.79
720.03,85.33,759.93,582.62,601.5,900.64,62.51,537.98,855.37,19.82
568.79,957.89,689.75,32.69,26.58,726.47,82.08,637.6,169.23,716.63
702.36,372.52,952.28,178.6,582.09,883.86,102.7,649.29,669.76,804.48
980.18,936.76,200.41,387.32,542.33,959.81,16.11,887.41,706.58,246.36
177.85,112.82,556.84,878.76,693.75,302.62,458.37,777.75,415.54,723.68
196.9,348.51,302.22,102.35,81.07,882.85,34.44,596.12,251.01,655.76
471.52,198.24,406.21,448.32,647.16,506.0,774.22,622.18,651.94,381.96
16.18,726.48,392.1,880.4,312.93,269.95,142.28,271.61,546.17,372.84
339.94,564.12,518.76,792.6,810.79,285.17,763.35,174.67,842.88,344.61
949.1,915.9,760.24,988.14,676.88,731.13,906.77,409.75,2.76,515.49
60.73,787.98,106.95,932.22,326.65,994.22,901.28,891.87,786.8,782.74
272.38,45.97,500.08,588.0,583.23,750.32,328.47,981.83,734.54,566.91
220.79,855.56,522.47,700.83,548.91,616.31,379.43,476.91,913.98,729.98
629.58,488.63,23.37,612.05,242.45,694.99,942.78,838.35,760.86,790.11
256.64,919.04,667.27,177.15,235.2,106.68,198.79,633.76,736.63,722.98
684.48,545.77,698.59,771.99,484.6,69.13,215.9,750.21,6.23,145.43
20.4,273.3,113.48,421.24,613.45,783.06,118.83,818.26,687.04,580.09
636.66,62.31,396.13,595.34,581.93,762.87,373.62,290.39,335.98,587.31
11.88,729.13,80.16,484.22,137.23,587.99,972.77,666.63,663.66,923.28
765.25,605.15,789.2,958.54,715.42,402.27,884.4,957.86,777.58,529.92
643.37,962.98,932.3,32.86,952.86,89.16,488.34,283.01,430.78,193.97
218.67,906.45,338.04,407.34,410.76,957.72,25.09,749.96,156.43,109.11
744.22,337.23,962.95,832.3,544.52,117.95,680.73,535.78,861.12,287.74
409.86,751.65,548.59,994.31,729.56,19.61,729.95,386.41,188.55,210.26
482.77,372.26,59.43,324.45,149.98,935.6,975.49,796.13,427.03,213.15
664.8,615.24,358.93,991.04,38.72,363.28,340.53,926.23,858.86,879.45
489.7,950.39,95.42,31.68,464.5,323.3,750.48,144.96,480.59,16.36
407.73,517.4,349.45,977.02,224.32,903.71,959.81,936.06,593.33,722.36
238.64,468.28,452.21,910.51,326.58,286.96,278.59,951.62,417.98,782.98
39.97,453.64,380.33,712.59,217.99,235.25,881.06,343.48,465.1,696.58
989.87,612.54,299.57,248.14,326.93,740.63,558.97,571.11,196.22,439.41
195.87,341.55,674.33,447.92,4.56,450.33,348.98,803.76,609.03,634.77
307.94,387.76,847.33,646.26,821.76,119.65,980.85,204.07,792.9,802.11
165.53,277.92,245.1,562.62,28.76,164.95,951.33,248.14,997.95,468.9
369.91,5.58,968.95,985.92,938.59,504.42,397.76,519.6,321.53,462.89
260.92,594.65,161.07,373.88,261.42,645.51,984.54,805.71,802.29,172.61
538.87,96.88,607.52,800.48,707.1,766.49,428.94,951.74,145.35,318.98
776.77,283.73,523.16,988.29,825.86,411.11,366.81,328.47,310.21,498.1
594.85,127.72,218.96,439.2,176.08,408.4,451.87,923.23,371.04,245.79
716.38,162.99,341.21,166.31,365.87,77.99,597.88,99.71,397.03,993.3
653.25,82.32,159.38,543.19,414.28,306.8,214.1,582.01,591.21,254.79
375.85,746.03,995.72,569.06,327.57,379.12,764.31,329.55,427.67,108.62
243.75,438.58,951.95,615.76,852.38,110.93,581.58,279.85,469.29,618.82
347.64,599.81,614.11,898.6,120.65,795.93,747.11,257.68,462.17,915.29
503.13,307.03,543.65,958.46,615.42,398.91,0.27,23.61,619.33,693.7
267.98,0.75,319.54,864.75,809.78,20.57,479.27,799.23,669.03,215.39
393.46,74.32,863.85,303.08,411.22,197.64,898.13,908.36,529.85,698.95
756.2,464.92,643.4,821.69,59.61,294.92,419.6,388.0,247.66,792.21
237.32,278.08,180.57,729.33,274.17,434.9,896.4,381.92,578.23,782.22
879.38,36.76,330.74,246.36,884.68,517.97,980.17,232.63,565.27,894.86
94.91,361.89,966.79,55.79,481.86,249.48,19.49,999.14,377.45,453.06
611.25,751.48,357.6,295.28,455.79,513.97,701.37,700.07,979.39,475.71
513.74,416.83,711.95,157.72,731.28,448.97,229.81,677.01,596.82,445.94
835.02,21.64,634.39,555.77,968.66,717.5,44.9,276.96,953.37,214.61
473.59,717.98,65.2,165.13,20.79,796.69,782.31,891.94,649.79,770.38
57.78,66.7,589.97,515.12,110.06,281.71,599.05,841.03,119.2,706.99
396.07,856.25,49.38,796.91,468.34,546.18,15.0,984.03,742.53,639.64
37.05,671.25,707.73,117.8,400.29,546.72,4.84,109.8,756.02,551.64
939.7,556.09,223.17,903.4,179.74,421.94,473.2,402.45,671.85,777.78
554.32,994.32,712.7,737.2,784.16,493.77,486.27,296.33,56.92,440.32
343.32,797.95,521.13,487.54,842.03,871.9,986.69,545.53,193.35,118.42
472.09,256.85,866.23,169.1,848.28,855.66,502.29,963.1,749.71,456.16
399.3,326.04,844.72,921.73,94.87,370.46,711.9,487.0,308.35,867.79
269.4,469.41,822.73,496.51,719.65,297.26,635.16,419.55,624.21,813.83
200.16,550.16,698.61,621.75,752.41,357.98,724.44,500.96,780.73,315.19
946.5,932.84,688.82,408.74,890.57,205.14,116.14,264.7,89.46,649.63
421.46,30.42,311.93,501.62,793.55,985.45,389.14,56.87,931.47,161.58
744.69,87.6,588.44,313.62,970.0,936.23,449.69,835.26,16.77,510.9
824.91,143.98,990.77,244.17,616.44,300.26,954.48,186.02,398.47,71.69
961.62,998.92,832.04,586.59,411.08,605.63,325.08,421.13,48.34,917.75
15.51,143.91,686.47,718.74,816.27,400.31,331.33,568.13,874.68,907.22
924.02,934.59,50.22,911.51,72.61,873.52,398.41,286.1,444.99,350.68
468.77,324.19,676.37,439.24,573.57,31.88,459.56,814.88,819.89,0.09
671.71,728.86,13.75,133.58,96.79,715.98,631.63,229.96,535.02,527.74
750.33,575.57,865.26,216.21,699.16,492.95,727.96,277.06,555.57,59.3
90.95,474.33,159.8,738.38,113.0,842.75,818.91,165.59,331.43,76.64
564.32,883.56,390.63,604.41,930.73,873.16,989.08,838.85,700.33,276.07
559.08,595.07,878.68,33.49,95.76,598.01,889.94,889.81,830.37,442.78
322.12,591.21,945.7,880.57,349.91,849.3,816.1,775.03,98.9,742.36
113.35,71.24,481.86,179.61,459.88,176.82,832.95,586.13,113.13,905.99
111.89,619.32,269.64,427.94,725.22,245.88,78.5,265.68,338.13,899.03
259.53,99.05,129.97,798.03,505.6,758.35,374.77,812.55,991.07,866.0
166.63,821.39,355.65,982.67,537.18,487.51,683.14,776.37,64.22,729.6
789.13,80.86,581.94,728.73,440.09,111.89,209.39,515.45,5.27,547.94
86.5,212.98,966.24,280.77,242.6,421.26,669.26,233.14,851.12,448.58
680.92,182.13,925.06,542.74,759.6,859.78,460.62,894.58,491.85,119.95
250.45,54.24,529.77,997.01,57.77,824.02,541.07,198.37,513.09,570.83
482.44,798.32,921.2,980.97,729.01,765.94,179.45,120.59,695.26,464.68
215.51,891.41,560.13,276.76,22.91,85.2,998.43,904.31,73.45,836.92
126.85,754.57,303.4,426.03,216.61,830.14,240.84,914.38,264.53,611.39
421.6,26.42,465.54,961.5,730.84,235.47,973.68,102.32,517.49,352.57
940.03,888.75,681.49,797.96,970.39,954.43,968.41,5.84,11.07,981.03
644.65,832.45,123.39,922.75,182.75,589.07,965.31,475.28,784.5,228.48
96.36,627.07,312.62,468.38,280.27,802.5,728.21,760.11,425.63,352.0
15.28,860.01,208.77,376.39,94.38,150.4,954.76,505.35,279.61,86.46
400.47,619.19,459.4,423.5,113.02,198.08,157.1,276.6,691.4,140.41
983.31,436.49,967.64,316.74,241.09,55.68,578.72,997.44,874.14,223.55
710.84,29.21,371.18,983.72,106.87,913.12,457.42,351.9,113.59,914.0
752.24,510.1,159.51,313.63,15.09,764.98,339.32,289.33,633.28,321.62
326.06,592.49,263.1,832.65,382.24,396.5,10.6,545.82,721.35,596.32
672.85,988.79,355.53,527.76,323.07,400.5,528.08,288.88,321.92,970.97
281.06,829.17,615.11,712.83,499.19,772.06,942.1,934.26,2.35,923.11
730.3,454.18,948.43,188.99,738.21,416.05,547.16,912.08,757.3,316.7
199.06,287.22,214.92,429.1,92.76,815.82,742.64,721.36,164.58,328.15
139.07,27.22,48.3,733.59,276.29,870.77,654.54,504.77,336.07,839.23
278.31,178.0,524.84,171.02,389.63,452.95,633.48,165.09,150.77,128.62
163.61,580.97,231.38,81.84,50.5,466.56,756.42,710.51,314.3,538.58
127.19,229.96,934.61,815.56,17.9,355.02,757.6,691.45,677.41,716.27
812.49,472.9,372.3,69.6,717.83,873.56,632.54,840.39,458.07,507.97
84.29,424.41,543.37,255.35,481.6,635.87,914.43,491.74,251.6,230.63
248.44,574.88,442.37,835.29,610.12,923.26,386.36,615.23,52.99,991.07
47.82,510.65,582.72,709.89,382.48,663.5,676.33,719.51,29.41,694.98
913.81,446.72,965.72,741.73,483.25,182.5,584.36,565.12,151.18,740.71
719.24,860.55,464.95,69.63,117.17,377.86,304.22,890.62,886.77,21.87
803.49,523.67,616.64,685.48,986.65,839.02,528.44,755.25,113.73,517.39
366.94,975.6,678.26,977.74,762.58,113.5,146.51,813.53,304.7,744.54
965.37,750.5,570.3,580.22,493.14,705.19,0.82,309.47,245.69,679.36
310.05,341.02,850.03,944.86,762.55,955.32,500.64,102.46,775.25,81.87
349.13,945.72,529.05,877.34,339.85,192.76,872.57,850.18,51.57,171.02
370.54,742.7,963.55,517.69,954.39,419.76,532.51,783.67,248.54,935.12
904.93,759.41,714.16,455.67,816.03,944.81,500.35,215.09,319.41,285.86
542.54,94.23,735.35,309.22,477.54,46.64,610.21,583.79,155.16,125.13
768.69,848.16,531.4,773.35,815.61,568.73,313.54,498.84,950.18,666.49
254.71,574.28,518.68,919.65,687.73,133.47,413.7,858.64,879.89,541.87
89.48,224.44,822.74,664.7,60.69,906.94,919.57,802.64,13.19,86.35
446.59,461.67,983.0,841.87,883.7,4.64,454.15,583.04,970.82,572.05
140.98,168.69,537.7,915.15,948.17,215.08,977.36,757.81,234.13,832.49
997.6,263.46,618.74,368.86,506.43,590.79,21.99,991.99,80.33,898.85
244.28,347.89,345.61,268.35,345.77,16.58,538.9,226.27,528.41,796.12
536.36,491.7,970.06,188.41,903.94,607.45,371.27,711.19,800.38,236.72
902.47,770.44,842.72,118.26,44.95,181.57,997.46,496.44,138.39,996.99
821.98,491.23,969.35,880.84,350.28,973.44,264.39,207.59,948.16,90.34
30.9,542.57,632.3,623.9,38.39,109.57,517.77,438.57,435.59,809.65
198.08,694.83,159.38,627.82,454.89,201.35,410.39,3.59,90.12,807.84
397.34,166.55,90.89,634.87,64.2,952.59,447.23,550.53,573.59,821.78
289.65,416.29,397.2,164.37,459.27,319.27,675.3,73.72,457.73,917.54
304.14,437.37,357.08,99.81,777.25,631.44,264.4,232.14,212.39,600.8
334.2,879.07,169.81,527.0,681.9,384.15,231.21,281.03,45.53,638.5
122.86,49.97,94.46,420.69,527.77,291.78,905.31,865.78,42.44,973.99
316.11,362.01,244.44,788.8,83.57,858.21,884.71,770.7,188.51,968.98
395.89,485.51,470.15,127.68,281.64,268.57,882.55,81.01,994.72,913.35
711.23,606.32,552.53,332.29,938.34,418.14,130.88,397.83,725.52,481.28
133.51,614.0,64.29,507.89,7.89,825.06,668.81,372.29,529.64,318.72
950.3,670.38,595.97,75.44,361.66,324.69,689.23,714.21,649.08,712.77
461.4,458.22,273.05,569.75,281.29,0.34,537.8,497.32,826.75,592.4
488.0,399.15,662.95,767.61,462.99,420.62,722.84,898.01,937.62,135.72
13.17,970.59,30.94,586.86,490.07,358.56,940.5,995.69,201.56,374.5
607.71,762.2,204.16,568.4,740.96,600.15,257.31,330.88,417.8,879.99
773.88,829.15,709.41,910.08,873.82,488.81,432.45,944.72,746.72,846.21
510.9,699.14,978.93,345.22,132.19,457.17,257.96,719.64,489.79,594.08
65.27,585.78,978.48,57.67,636.54,747.74,173.08,698.17,634.68,45.15
376.5,884.07,15.6,254.24,571.23,971.52,782.0,293.43,653.46,918.1
250.55,602.39,591.58,282.49,588.7,943.53,792.67,648.37,299.64,440.03
576.47,75.63,424.31,704.38,774.7,111.38,720.13,204.56,547.35,91.89
981.63,647.81,904.63,379.84,40.81,855.99,518.94,34.81,771.88,782.18
186.21,749.4,357.38,67.46,994.18,968.69,957.09,686.27,986.29,124.34
633.71,355.92,887.3,21.44,233.72,404.4,140.85,329.99,504.53,863.78
882.55,545.78,81.39,132.51,524.27,212.43,813.92,468.24,222.31,693.77
8.93,663.84,821.35,214.87,257.0,389.13,677.9,576.14,933.93,130.7
94.57,393.85,651.27,68.63,705.88,932.64,757.45,723.04,610.51,120.34
766.8,280.5,619.99,961.46,893.03,932.87,574.59,746.51,173.58,992.75
314.66,759.95,953.67,242.1,134.23,15.83,42.77,298.94,196.42,979.78
90.2,583.8,407.12,341.4,335.72,16.71,697.11,154.18,300.26,722.03
609.29,918.89,381.32,547.7,509.73,754.35,317.68,917.24,99.44,973.15
168.38,911.74,219.71,486.42,494.54,526.18,36.67,93.93,308.87,396.82
225.65,190.45,639.09,889.99,83.46,128.14,565.59,658.15,797.72,553.33
885.28,248.63,663.17,571.51,659.91,703.19,28.48,861.82,171.36,349.25
87.35,560.63,953.0,673.89,380.71,129.92,740.38,886.76,342.04,721.36
582.87,995.61,615.59,416.28,118.16,335.4,268.54,59.19,17.5,290.29
672.2,217.78,916.63,228.11,78.85,11.87,53.01,243.48,433.78,543.91
879.7,301.66,302.02,43.03,441.62,726.87,488.74,717.04,393.17,797.67
174.74,96.37,173.97,54.65,971.05,959.29,842.67,981.54,654.33,390.5
293.87,746.73,993.83,109.87,780.39,757.01,189.2,69.68,335.61,911.29
914.09,323.17,2.57,190.73,292.62,83.78,67.08,864.87,237.08,259.86
555.14,505.15,134.74,925.35,758.08,793.47,447.83,441.67,541.72,424.01
343.3,97.0,475.21,72.95,536.64,761.61,476.96,15.55,584.66,602.95
581.22,693.08,472.18,634.95,405.73,496.83,58.31,39.03,796.42,990.82
575.93,681.62,152.14,33.42,257.41,405.32,21.88,160.37,287.84,304.86
928.49,305.41,384.46,218.95,950.45,939.62,698.76,876.6,87.29,136.91
948.71,840.2,667.97,369.43,884.73,439.68,357.85,332.65,503.7,240.82
316.08,402.13,143.76,260.01,126.49,280.1,587.51,935.53,825.18,928.17
436.29,326.85,795.86,608.58,306.4,184.81,345.81,16.53,249.0,675.46
924.88,449.83,88.62,515.09,430.0,443.44,645.71,231.69,463.63,84.5
568.8,117.27,76.85,369.7,378.43,56.97,641.03,754.73,307.5,41.97
17.11,962.97,844.89,952.81,993.88,842.37,247.06,510.07,226.64,487.63
816.35,733.23,92.12,299.37,687.07,309.57,468.73,396.47,588.79,96.98
209.59,389.8,256.14,254.72,31.44,549.08,715.37,240.19,919.82,515.93
101.67,866.7,112.95,104.82,346.99,157.72,309.77,143.57,828.29,995.49
532.84,46.34,973.06,972.76,613.98,699.44,799.66,297.89,892.76,705.13
837.95,2.6,656.57,323.12,599.27,254.0,949.01,672.11,541.63,624.18
775.98,451.63,532.9,792.37,469.61,217.11,872.12,595.87,641.0,908.03
401.7,481.32,87.28,887.51,958.02,986.71,723.65,949.57,88.91,265.91
230.75,208.07,188.27,170.44,105.8,617.85,810.41,573.64,751.88,118.87
252.08,220.4,491.89,371.55,536.83,93.23,313.8,275.93,964.39,352.63
407.75,641.55,192.28,244.68,506.23,738.46,265.42,174.15,847.71,428.43
111.32,453.42,913.53,43.97,283.19,578.93,744.5,966.01,282.48,290.61
509.06,551.91,326.48,279.27,712.02,886.92,363.42,280.83,1.57,69.37
339.34,502.42,964.16,78.23,574.34,618.93,550.19,84.88,767.12,316.51
841.95,603.49,240.53,787.51,74.73,791.29,742.03,777.04,834.91,930.89
486.33,199.78,478.76,332.42,222.26,147.95,607.57,481.23,360.92,846.16
856.01,959.48,89.65,141.95,556.21,247.46,316.47,534.47,766.06,137.52
280.74,707.94,268.97,287.38,992.13,908.19,507.43,697.69,233.95,534.94
773.11,453.82,314.75,278.24,873.25,471.5,448.75,454.78,232.46,257.08
445.09,364.87,476.99,519.39,765.81,605.5,883.92,654.71,235.87,377.93
199.73,39.62,824.84,861.7,134.1,55.97,4.17,264.04,482.67,766.01
366.39,357.77,859.73,74.55,287.12,909.75,939.0,729.73,305.77,160.27
794.27,186.69,106.58,243.05,694.51,559.41,913.07,446.97,499.76,740.82
491.36,379.83,451.27,683.74,619.51,833.2,170.86,242.01,390.04,956.73
568.97,541.42,28.09,975.31,209.56,11.03,578.75,262.05,592.78,652.08
658.58,203.26,179.53,219.03,777.08,297.93,967.21,693.06,328.85,791.07
1.1,134.17,510.45,133.61,787.93,816.25,115.41,84.72,223.26,463.8
407.61,995.58,822.76,672.3,461.43,894.91,285.64,826.06,223.85,655.78
121.94,194.93,95.48,775.17,455.48,487.07,352.07,937.18,496.94,876.15
838.71,685.18,317.24,704.32,489.99,19.01,824.73,169.18,176.35,22.89
446.21,182.24,60.08,694.21,991.92,607.3,857.64,187.7,498.06,612.93
163.46,108.67,710.07,528.49,5.22,54.07,190.56,914.02,271.82,284.66
161.35,328.01,355.96,544.71,570.2,647.71,358.78,164.66,893.9,969.4
953.48,881.63,979.67,620.96,726.17,887.65,137.07,738.44,68.87,384.65
834.06,353.58,430.32,634.24,294.29,460.76,629.75,589.9,663.44,794.43
722.3,961.0,937.39,926.21,33.04,271.73,171.08,695.25,178.48,731.48
649.3,493.68,112.55,810.84,33.63,151.91,71.6,886.73,500.91,708.95
208.1,821.69,994.78,931.04,742.76,485.64,791.53,920.4,133.28,761.82
645.55,750.93,216.41,294.56,790.86,4.82,723.37,460.58,687.92,790.71
474.41,267.21,558.31,799.15,815.64,318.41,266.18,533.61,823.58,799.01
523.12,779.74,779.13,167.39,428.89,821.81,414.95,49.57,440.45,577.32
741.66,456.5,502.89,649.02,406.06,369.02,940.9,990.38,780.2,993.91
814.54,991.46,178.02,762.96,759.33,134.89,139.28,528.78,489.94,83.66
979.45,34.77,863.98,490.1,768.26,237.92,551.03,449.64,510.64,542.88
104.49,374.17,313.31,845.35,162.88,143.31,162.61,465.75,42.9,551.32
146.56,383.3,491.1,687.63,395.61,815.69,171.39,632.96,983.32,114.38
673.68,580.18,468.09,18.28,67.73,643.44,100.26,249.82,466.44,643.5
512.01,822.34,545.05,624.24,847.1,467.09,534.73,216.94,37.39,917.88
205.33,136.04,601.7,207.55,341.9,422.18,492.24,618.89,285.07,338.75
86.93,646.43,862.49,675.7,498.12,77.29,855.01,407.87,130.32,486.58
709.44,558.64,33.01,195.06,291.98,111.3,926.2,607.21,425.05,915.71
245.74,369.63,486.92,355.88,17.56,878.09,722.69,535.28,781.05,616.22
949.45,188.77,783.34,501.12,700.01,936.35,962.61,813.78,980.97,873.99
757.85,857.0,10.69,5.17,982.85,322.43,841.6,564.61,687.99,142.43
423.18,887.13,713.49,529.95,171.07,584.68,670.46,344.17,341.89,895.81
747.36,715.64,402.08,229.36,327.86,897.16,100.61,82.43,79.27,930.23
588.8,96.36,997.69,84.14,112.04,292.5,678.17,498.24,341.83,188.01
431.13,408.0,711.02,344.02,151.54,717.11,932.44,942.44,165.64,921.18
352.41,349.58,501.23,903.16,564.52,357.91,958.44,995.09,48.87,991.92
577.49,956.07,998.73,952.85,467.36,981.56,92.75,620.46,762.83,558.13
701.83,631.94,398.26,599.44,275.2,411.77,610.79,773.32,421.2,513.61
677.53,809.31,59.15,538.65,644.65,488.8,546.99,22.71,259.42,276.56
138.21,902.88,324.26,187.35,44.66,391.59,972.01,47.41,220.24,547.31
487.29,220.67,423.94,1.05,572.12,366.53,22.1,864.97,651.15,799.23
932.76,918.99,107.72,63.55,285.45,932.72,122.4,532.7,538.54,720.39
864.04,236.55,924.08,682.95,713.86,689.26,353.0,382.97,941.09,611.94
187.05,793.33,494.06,227.49,153.61,670.26,674.03,502.6,721.12,405.72
836.7,38.31,393.97,487.83,121.81,582.91,616.43,232.34,590.7,607.61
539.77,168.83,415.27,103.33,447.57,499.31,931.35,266.85,904.23,26.79
523.11,201.36,149.92,775.51,790.74,823.28,765.34,711.13,812.24,206.67
950.69,888.88,890.87,660.97,158.85,355.11,61.69,504.33,623.76,230.0
144.74,453.31,837.46,524.37,716.47,851.64,919.65,567.99,569.16,469.82
484.7,628.5,601.05,238.12,940.66,663.44,35.77,414.28,485.2,352.38
949.56,731.31,835.43,993.11,384.56,547.03,591.14,368.29,164.72,339.38
166.73,650.19,517.18,281.86,202.94,933.75,839.82,378.41,963.4,938.38
43.93,724.69,623.29,875.51,465.27,854.46,941.46,112.24,341.19,675.8
573.21,503.94,423.59,263.18,9.28,94.48,823.07,637.71,341.61,278.61
877.05,904.24,127.74,710.2,356.6,876.71,545.62,187.05,119.1,383.91
540.17,14.32,662.0,938.84,766.2,610.74,260.8,281.93,296.36,298.0
564.61,923.44,429.95,327.26,784.92,44.85,323.26,184.31,29.24,887.79
914.65,320.16,675.43,355.4,942.83,13.65,864.17,88.61,576.04,623.48
379.5,633.68,722.3,728.91,393.28,180.66,610.44,271.94,886.39,576.29
947.22,106.95,532.59,566.45,321.98,439.61,644.44,525.69,63.58,510.21
149.54,79.81,837.8,251.05,490.45,639.89,430.37,580.71,278.34,38.52
887.87,386.23,723.89,86.28,397.06,163.49,638.09,42.14,758.92,129.27
87.39,734.79,707.27,724.68,454.28,820.87,25.73,857.39,722.51,619.09
816.39,535.08,788.23,46.81,508.15,594.94,796.42,676.03,387.47,78.14
735.23,306.93,864.15,852.69,514.54,976.63,410.62,877.1,929.24,320.73
221.29,474.64,208.98,234.7,52.43,387.91,429.04,563.25,455.81,653.9
465.55,199.26,290.12,909.0,627.42,369.46,846.66,940.65,912.53,886.99
706.81,751.07,893.72,897.45,221.41,461.87,293.03,735.69,169.15,48.93
998.17,642.7,681.7,155.24,23.46,517.38,926.52,189.41,584.98,364.61
400.35,66.64,914.48,90.21,4.71,807.32,904.14,533.26,303.57,461.91
733.45,131.47,824.96,750.24,608.46,300.27,366.94,727.41,470.65,970.44
106.44,316.15,888.58,882.84,379.54,222.23,544.46,441.53,720.3,602.41
204.06,967.62,980.04,228.93,184.93,135.66,716.46,9.5,677.42,11.77
711.78,55.89,51.74,473.86,607.45,19.26,173.57,466.67,142.14,999.66
415.68,303.03,425.41,161.51,121.46,794.66,416.9,407.6,413.7,682.77
233.5,297.63,334.82,867.83,769.82,968.11,548.37,664.76,818.32,786.55
78.74,509.93,88.12,225.49,625.13,114.2,453.64,59.78,138.21,499.24
153.14,458.65,253.86,327.68,683.76,995.19,385.01,329.36,139.78,408.3
678.51,296.13,261.76,284.3,172.04,476.39,218.97,685.54,271.47,192.42
965.93,456.73,814.64,418.85,217.27,195.69,197.51,428.97,718.25,95.55
123.36,603.82,318.73,862.99,153.13,228.08,582.96,812.9,38.09,709.63
440.79,596.17,531.95,602.1,25.44,815.8,235.34,226.58,505.11,429.33
142.28,144.97,149.46,449.45,992.81,585.58,951.74,983.78,879.84,906.12
979.1,62.8,628.91,737.97,355.92,414.55,736.69,859.56,472.86,298.38
833.03,317.03,549.76,16.13,160.12,841.29,895.17,216.42,858.27,150.86
602.02,444.72,731.72,614.08,240.15,552.25,309.38,377.69,103.7,94.31
526.83,757.04,116.62,991.36,641.23,339.8,411.08,860.8,843.73,975.55
373.42,640.57,172.83,17.43,749.65,973.82,470.16,906.36,592.4,846.02
448.96,808.83,551.57,993.64,735.24,790.77,118.8,559.11,193.85,829.96
115.41,324.45,217.71,738.88,315.57,241.11,392.8,514.53,728.82,728.7
401.79,243.64,217.92,919.42,375.02,177.6,899.71,865.33,270.77,841.32
428.81,57.98,16.52,302.86,270.7,842.36,454.61,327.71,589.33,534.41
69.64,428.1,357.61,402.71,351.27,98.07,556.37,171.3,778.83,405.24
649.44,442.61,835.92,44.82,438.26,681.82,3.75,827.63,409.55,934.9
978.8,598.91,226.84,637.33,911.28,320.37,708.48,23.2,467.94,592.11
291.82,450.85,871.35,884.96,740.03,480.93,489.99,306.82,799.4,124.04
353.33,761.61,981.55,128.91,132.01,558.3,726.7,682.1,537.75,48.17
220.27,194.22,874.3,55.17,785.44,178.26,886.47,172.46,85.09,602.96
44.29,655.16,572.44,286.84,252.99,700.28,369.84,680.24,378.18,130.48
509.88,45.32,210.5,663.16,645.67,965.79,636.06,785.67,0.85,369.34
431.59,584.62,305.79,777.71,76.49,709.08,525.21,442.22,802.99,20.22
217.15,620.73,875.71,832.6,856.14,268.01,889.61,918.22,676.88,236.36
181.53,155.77,32.91,289.8,837.68,285.53,845.69,923.27,937.71,800.31
941.78,132.35,409.23,255.98,558.46,184.62,736.73,370.2,299.48,701.65
777.82,571.31,144.06,899.96,247.9,274.84,336.17,281.9,431.45,931.98
110.0,990.65,314.08,227.76,732.67,119.04,355.83,511.89,651.5,64.92
150.28,707.89,658.36,245.47,647.26,409.0,628.56,21.72,448.27,672.34
608.44,594.63,153.68,460.57,245.67,263.43,874.51,239.31,821.95,869.68
657.97,459.73,211.85,67.6,631.97,748.39,864.82,702.63,456.21,322.79
167.47,722.52,868.43,530.16,954.42,711.01,248.22,340.76,817.15,322.91
312.12,163.82,614.2,834.37,240.67,477.3,592.93,12.94,375.42,190.77
55.1,78.65,884.19,899.42,102.52,471.46,853.4,514.8,562.8,567.36
367.61,545.92,332.69,268.8,78.68,534.98,226.43,38.56,759.85,896.58
49.25,510.55,175.68,38.35,464.38,634.24,301.11,310.4,774.84,889.6
700.91,179.91,253.69,182.88,318.25,360.89,558.92,884.99,14.66,891.68
881.74,378.4,68.14,115.86,175.2,327.52,20.81,541.32,258.47,737.4
424.81,388.1,967.13,53.12,809.89,777.22,793.57,750.23,404.06,916.75
594.29,360.05,460.76,4.28,388.05,256.73,126.65,416.92,366.55,526.05
901.02,567.02,442.91,240.52,941.09,776.08,461.87,957.69,148.9,254.65
962.22,495.87,965.96,292.94,441.07,698.39,81.69,450.73,769.95,746.06
344.56,618.44,652.25,231.97,255.39,999.69,631.81,152.61,886.28,838.07
302.75,246.21,683.9,309.46,200.51,92.69,566.13,620.48,199.0,619.2
765.6,754.58,484.6,455.8,519.04,890.07,338.38,884.76,60.68,526.12
737.54,54.91,870.39,734.77,224.12,713.33,802.58,97.01,148.97,178.86
333.6,105.19,586.96,72.09,556.78,971.08,933.05,996.22,553.11,201.15
172.64,977.98,912.38,620.52,973.52,744.6,15.98,912.18,494.98,858.11
312.13,570.57,408.89,233.4,544.58,287.32,178.74,21.39,534.7,774.19
490.29,925.8,411.83,148.21,936.9,898.71,365.4,410.3,999.11,690.38
638.95,334.46,856.15,442.66,764.13,75.77,488.73,613.57,16.05,706.92
789.14,276.39,255.35,345.32,350.35,283.81,186.27,861.1,249.75,173.94
32.85,410.54,903.81,477.9,402.56,31.21,767.29,421.19,455.4,953.36
265.58,198.47,978.42,215.93,293.47,905.27,839.07,690.65,560.54,473.71
