ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10,ATTR11,ATTR12,ATTR13,ATTR14,ATTR15,ATTR16,ATTR17,ATTR18,ATTR19,ATTR20,ATTR21,ATTR22,ATTR23,ATTR24,ATTR25,ATTR26,ATTR27,ATTR28,ATTR29,ATTR30,ATTR31,ATTR32,ATTR33,ATTR34,ATTR35,ATTR36,ATTR37,ATTR38,ATTR39,ATTR40,ATTR41,ATTR42,ATTR43,ATTR44,ATTR45,ATTR46,ATTR47,ATTR48,ATTR49,ATTR50
59.63,286.96,628.59,702.15,517.44,461.18,425.27,787.9,167.58,141.4,213.74,900.44,843.24,749.33,301.81,427.69,982.88,259.43,130.21,26.97,268.04,365.81,832.04,268.19,527.52,888.25,588.95,827.48,899.31,467.2,530.51,136.34,542.24,0.66,113.94,77.03,336.98,479.14,750.47,119.35,512.31,810.13,402.21,762.51,164.42,630.91,361.63,358.62,945.02,571.73
685.33,327.67,357.52,66.31,181.98,753.75,782.23,787.29,140.07,958.51,20.65,400.04,612.3,949.01,818.55,279.64,755.03,524.85,22.89,307.55,252.58,410.92,618.9,753.91,811.95,748.99,283.69,550.95,360.92,947.3,353.56,61.72,788.84,23.35,414.3,868.48,483.46,300.85,354.47,849.35,967.13,52.16,795.23,185.75,560.92,349.37,997.05,633.38,281.38,400.05
475.3,338.21,961.11,316.94,641.85,337.46,794.35,671.9,577.92,899.59,550.72,804.04,642.55,765.28,70.83,166.17,375.17,467.0,606.28,137.33,115.49,659.22,131.39,435.89,265.77,243.23,622.81,441.59,235.61,279.94,235.9,773.78,112.33,778.41,787.5,205.13,421.75,937.81,383.79,532.02,409.78,499.19,643.15,658.66,125.75,474.18,565.69,955.73,157.59,223.3
105.93,658.56,236.7,384.61,718.64,56.9,733.47,857.48,389.87,613.15,120.76,345.3,883.25,757.59,438.12,563.68,905.06,502.41,441.16,553.24,995.46,281.96,993.35,563.94,460.34,601.06,465.83,747.73,266.45,381.79,928.5,733.59,942.68,542.67,687.64,850.01,475.69,497.99,878.72,66.58,185.74,724.14,206.66,793.58,258.45,187.52,782.04,376.81,974.78,164.01
986.89,923.14,950.23,120.93,123.14,174.35,542.01,11.07,742.55,475.35,381.86,168.35,393.67,303.54,186.02,941.81,668.53,192.81,899.33,717.37,385.59,338.31,833.85,61.68,119.18,721.19,577.41,55.12,354.19,139.81,973.52,385.18,535.57,133.05,779.52,914.02,344.76,326.03,847.36,3.11,442.63,217.06,577.35,566.64,677.59,274.7,413.96,674.21,191.86,282.84
865.13,308.16,852.79,431.44,38.54,511.04,334.75,531.93,954.41,178.16,640.27,452.66,707.34,203.54,622.0,827.65,333.24,195.07,918.12,232.86,398.65,22.98,290.98,471.96,634.56,241.54,795.8,395.51,226.38,967.36,960.4,860.91,869.56,339.72,736.89,468.49,714.53,420.86,816.37,956.13,52.39,75.33,524.29,16.17,642.96,45.4,604.31,592.01,671.09,59.48
246.6,1.19,210.04,787.11,567.35,624.98,952.46,117.6,322.71,67.82,563.57,337.11,118.98,221.97,963.8,950.86,86.57,428.91,665.32,431.9,695.13,712.72,272.15,854.28,458.51,437.04,704.57,721.3,857.05,194.52,411.6,532.71,313.1,474.89,860.74,370.89,275.93,153.37,116.96,278.54,219.23,590.06,686.31,740.12,247.5,763.21,589.13,18.74,575.83,534.26
664.02,733.62,977.63,400.44,334.07,506.06,778.31,234.27,900.81,99.68,80.81,83.75,147.96,437.21,940.4,262.29,653.33,156.39,644.34,988.08,382.51,888.69,777.34,495.08,112.39,48.79,52.21,90.76,981.58,619.59,585.98,397.08,98.25,480.49,456.95,572.51,870.67,747.85,233.03,186.14,923.36,73.43,55.97,756.8,880.51,69.6,987.79,529.33,993.97,657.0
182.3,597.83,130.44,760.05,956.05,953.02,387.6,261.3,822.92,137.08,755.96,315.52,894.01,352.3,155.47,928.56,931.52,142.14,347.63,789.86,675.99,744.58,150.68,503.18,851.97,902.67,269.5,399.17,137.82,790.82,228.27,337.21,607.83,526.99,445.92,337.23,311.87,438.12,781.09,547.11,850.14,935.16,836.55,37.57,733.05,248.43,505.07,867.53,899.11,356.58
5.72,162.72,207.92,686.34,213.65,362.2,440.26,195.84,582.0,883.46,661.84,595.79,593.93,824.74,280.96,381.62,724.13,434.41,987.0,330.36,460.96,498.58,705.66,239.28,239.35,955.53,563.0,766.73,608.05,695.68,741.48,42.16,718.35,827.54,310.42,125.44,542.85,12.06,44.0,671.08,16.24,609.8,436.56,737.18,362.03,891.83,219.71,928.41,1000.0,686.94
677.39,565.15,871.78,631.26,73.33,302.99,183.04,381.72,965.18,825.19,148.01,49.89,562.63,663.88,67.18,331.8,577.14,212.41,117.47,670.04,274.88,788.17,478.84,600.23,224.22,739.69,273.32,311.45,540.9,465.46,783.11,706.08,333.42,354.9,480.38,967.15,246.78,271.16,85.56,273.32,875.12,790.64,513.9,732.26,184.7,368.38,919.14,927.13,738.59,545.39
951.65,866.15,145.12,456.44,585.91,174.32,824.77,859.12,775.67,844.77,700.0,701.85,819.49,499.47,312.75,824.18,368.3,258.93,470.91,998.73,623.9,37.81,220.28,61.65,917.93,838.29,254.89,578.38,323.81,818.87,115.64,294.47,584.16,459.0,814.32,373.87,239.51,649.27,547.06,835.33,1.92,882.64,138.03,126.93,758.45,705.01,367.98,946.73,493.44,715.64
385.56,356.91,930.41,684.8,273.9,851.7,11.75,612.2,790.01,702.8,130.41,354.04,109.07,946.58,483.26,315.88,261.38,22.22,547.73,832.08,515.43,279.01,753.68,73.13,803.03,120.68,296.01,964.8,589.93,478.73,575.19,311.33,137.73,453.67,257.73,219.71,574.44,519.1,48.56,729.81,539.38,637.03,982.74,912.96,344.16,678.02,954.34,756.31,48.09,595.29
372.6,56.3,247.41,479.66,495.9,552.59,555.09,868.82,659.86,178.02,847.75,527.45,173.94,697.38,786.55,552.11,337.31,520.58,699.46,206.09,706.58,846.11,742.46,870.8,16.14,644.09,499.16,92.94,477.21,855.13,495.03,760.77,284.73,64.77,197.67,808.17,234.55,615.94,353.56,241.9,470.64,318.52,900.7,25.26,181.79,437.75,785.34,155.89,462.62,745.1
477.23,761.1,697.4,137.27,113.09,730.7,71.11,301.45,339.71,748.23,227.2,486.72,318.75,853.03,704.48,788.81,445.51,530.82,819.48,732.73,825.96,746.11,885.09,173.52,833.38,890.51,274.44,7.37,402.1,21.46,757.33,334.01,949.6,402.44,375.85,60.37,59.74,812.73,642.64,765.48,426.45,63.87,303.67,206.31,5.17,80.99,954.19,527.77,846.44,458.03
487.23,619.09,544.7,879.02,395.22,328.3,438.56,496.43,691.79,555.51,768.36,451.12,274.36,639.73,538.19,863.9,967.52,37.28,623.93,794.25,641.0,203.77,464.46,770.92,247.25,836.68,958.33,173.31,870.58,628.84,452.14,25.48,459.8,854.92,220.46,999.37,3.75,108.34,842.93,555.76,58.59,14.29,963.37,428.22,141.21,746.88,695.31,985.59,372.77,3.98
744.6,614.74,795.74,863.45,94.02,539.67,334.01,74.52,161.32,339.12,581.38,705.12,802.24,776.73,491.46,178.06,768.9,555.84,471.14,546.6,770.24,709.37,837.07,93.53,456.64,885.09,305.28,559.66,611.02,431.28,146.84,244.14,161.42,395.4,36.27,461.84,410.51,458.78,45.33,101.45,289.03,59.28,291.43,459.4,419.46,696.4,753.58,331.42,816.87,9.58
40.59,857.84,587.63,541.8,260.42,521.99,795.3,135.51,367.26,866.09,959.21,835.33,811.87,791.04,159.21,265.91,631.59,571.1,797.56,420.52,355.59,742.43,676.13,481.35,665.13,718.09,620.12,816.24,303.75,963.54,366.82,0.83,463.23,186.58,342.93,505.61,734.6,254.76,122.98,146.95,890.54,711.72,126.45,929.5,547.29,369.52,725.34,140.02,831.42,290.8
653.95,658.7,315.19,550.69,307.87,740.86,185.07,348.85,435.13,123.34,440.45,397.39,888.29,625.77,245.64,355.48,350.1,892.45,359.72,19.99,916.18,541.41,290.54,828.18,530.47,756.62,443.52,124.62,847.31,910.29,329.23,831.11,281.18,325.09,876.27,241.39,114.73,563.72,33.72,798.04,925.2,641.16,361.3,784.22,706.98,283.51,122.35,195.32,893.67,607.71
782.19,466.73,101.33,911.71,923.34,322.88,453.62,808.5,644.2,46.44,765.98,341.11,12.27,434.53,578.84,118.74,272.03,646.7,308.64,932.91,663.63,61.72,77.15,446.76,448.9,205.07,723.21,766.14,59.87,914.51,115.92,346.89,652.56,679.52,131.84,38.05,952.02,793.89,458.36,40.39,423.51,948.76,654.32,564.25,511.89,306.9,180.77,447.17,464.87,685.98
148.43,273.58,591.1,626.34,867.28,891.21,399.01,668.22,867.93,53.76,258.09,713.43,55.35,117.95,822.86,817.05,925.03,172.91,649.93,373.44,690.52,422.39,334.35,377.98,214.33,530.79,13.35,612.95,871.77,156.93,184.81,270.08,545.66,571.02,210.77,549.78,621.28,286.12,665.61,831.9,727.81,525.07,510.9,651.08,419.77,251.88,616.45,260.27,415.33,482.34
754.92,13.6,720.85,8.86,798.85,343.81,977.26,761.93,425.63,425.65,91.81,274.76,341.19,367.99,13.74,304.67,140.87,126.88,645.61,739.1,355.13,182.56,956.16,967.99,331.1,259.97,670.88,676.53,741.06,41.06,117.8,517.09,16.94,384.68,742.33,620.28,922.18,830.7,64.5,645.9,538.54,890.21,19.47,390.41,212.47,812.32,8.88,471.64,347.55,154.8
430.6,857.0,331.71,739.77,933.78,8.5,400.01,530.2,681.56,821.18,340.69,654.98,438.36,485.0,606.64,6.34,240.55,268.52,60.45,690.51,86.71,546.11,225.2,626.61,697.68,429.31,163.58,192.9,949.69,73.38,129.8,95.31,802.96,130.06,25.83,835.36,725.33,286.61,779.63,64.52,341.4,214.12,735.75,828.99,475.61,584.9,900.3,262.82,188.38,320.68
279.48,164.51,782.69,361.65,705.64,962.69,983.56,129.17,955.51,292.78,596.32,734.0,769.84,382.6,686.44,872.61,447.45,756.2,802.99,696.67,995.87,439.13,558.44,326.94,785.04,832.48,943.2,808.44,64.16,859.2,705.5,417.39,870.98,490.43,317.28,930.09,11.81,646.76,857.55,442.99,331.68,770.78,49.21,735.67,133.54,505.05,621.4,684.85,452.53,730.52
70.19,135.91,919.08,8.15,715.9,998.53,283.44,852.18,577.63,946.65,564.89,856.86,114.53,690.29,768.91,391.7,45.1,218.56,644.9,545.32,750.7,377.82,521.27,275.4,952.49,89.72,168.99,656.43,143.14,713.2,153.74,138.15,391.46,535.27,505.48,462.43,999.93,7.47,787.52,532.72,277.44,805.63,862.76,729.2,90.2,982.77,246.39,616.61,636.71,853.6
390.04,684.66,866.34,964.04,921.59,670.37,601.48,416.08,89.18,23.15,650.39,359.88,134.65,457.47,2.2,490.98,99.58,841.0,717.22,946.58,903.53,58.41,126.34,326.65,485.66,460.78,164.62,542.16,70.15,561.13,354.95,57.46,374.94,196.69,585.09,31.21,714.23,248.98,247.59,926.34,525.1,204.58,550.94,332.98,179.41,381.67,423.69,47.11,633.61,727.28
487.71,416.52,102.35,911.33,533.15,518.12,517.0,399.43,619.45,991.16,446.21,37.31,120.88,196.19,844.09,474.64,196.17,708.3,754.33,228.65,285.09,994.33,906.47,757.09,287.87,737.37,942.82,731.38,96.18,345.14,117.31,417.6,848.65,603.63,42.3,663.08,371.79,421.67,401.09,65.6,527.12,743.26,665.01,849.56,169.29,9.05,251.38,914.29,853.48,527.8
921.81,405.86,281.37,294.44,146.6,428.49,175.89,948.78,309.67,285.39,835.45,55.96,766.08,132.0,167.33,757.65,25.37,4.94,536.79,395.8,971.42,215.66,333.52,504.59,667.89,457.28,566.02,191.8,210.61,765.01,629.26,594.92,152.76,242.83,489.05,599.28,582.87,539.62,815.87,539.39,455.49,274.63,395.47,761.17,272.1,258.14,13.16,632.59,46.82,117.82
927.04,780.29,454.15,501.0,676.68,152.22,264.75,749.49,882.8,884.03,546.0,703.01,480.71,633.5,29.78,855.35,39.63,943.18,735.74,804.81,545.95,827.75,634.47,947.68,196.42,8.26,8.56,814.73,712.61,819.72,585.73,571.58,77.72,57.75,751.14,134.13,937.9,170.35,511.2,195.52,610.91,35.13,133.41,460.25,948.39,58.64,556.93,872.17,405.38,153.73
635.76,74.48,485.34,318.6,624.28,322.68,361.16,307.64,148.48,296.8,684.36,592.44,320.93,279.4,79.7,927.05,446.41,29.27,542.21,293.31,289.29,366.92,781.69,61.31,855.22,360.85,926.35,830.07,527.12,158.79,788.13,459.27,563.62,411.83,755.71,974.65,778.06,180.34,508.71,154.33,137.99,511.06,83.93,617.63,501.73,122.5,63.99,377.8,329.84,253.67
290.09,479.3,961.97,12.2,309.57,43.37,159.07,478.9,591.52,305.36,190.84,536.53,152.46,521.66,438.78,657.47,25.4,631.87,197.64,261.45,235.76,847.36,305.27,833.75,80.32,340.76,693.23,317.59,862.73,288.16,116.78,879.64,924.57,947.28,424.47,960.44,441.82,882.54,905.59,591.44,909.1,877.48,248.12,378.56,598.65,134.06,715.27,541.98,816.17,900.62
846.27,737.59,389.35,374.63,421.3,909.51,268.63,625.72,908.53,790.63,481.56,742.13,21.49,297.67,985.94,500.57,492.62,776.57,597.68,353.38,371.8,375.88,461.82,104.5,686.8,551.03,683.93,853.15,286.47,964.0,106.19,204.44,927.56,380.84,729.97,949.59,310.43,757.07,324.74,519.81,421.49,350.89,90.52,219.59,136.45,314.41,244.98,240.68,48.61,764.09
291.82,858.87,895.75,488.66,899.18,989.41,969.6,600.92,908.33,365.97,302.94,901.31,260.05,230.31,721.04,277.04,826.41,882.29,124.77,672.28,385.32,304.81,332.6,311.3,495.63,197.86,112.61,918.45,21.37,905.26,104.13,114.65,684.76,337.09,241.41,821.23,318.02,885.16,264.1,803.89,177.31,655.51,54.45,436.45,704.32,184.51,952.81,503.02,390.19,489.08
509.69,547.22,147.7,912.48,838.79,967.81,362.86,981.91,785.23,621.57,496.27,125.48,279.63,638.9,427.21,553.45,120.28,978.95,395.58,401.38,71.09,546.93,276.46,730.34,758.61,301.4,468.03,901.49,175.51,931.73,313.64,13.98,780.95,15.8,431.68,898.64,605.39,267.74,341.47,356.95,154.09,433.3,469.74,559.37,947.27,159.08,294.53,70.67,275.23,681.85
138.12,94.43,659.74,474.7,497.7,586.29,490.67,504.97,439.88,392.99,613.81,108.47,438.63,769.15,337.16,54.92,801.82,550.66,321.14,189.77,476.24,569.79,216.23,301.4,231.97,744.18,411.0,105.41,190.49,613.34,218.22,328.83,75.31,492.47,399.71,264.16,489.72,20.9,445.37,901.24,744.93,689.36,52.87,917.78,279.5,734.26,501.72,899.76,141.75,116.95
671.66,813.91,78.1,208.99,792.74,876.99,836.92,746.72,612.43,697.74,682.41,834.91,954.96,426.85,593.86,342.88,132.34,766.05,876.48,538.82,648.17,880.86,635.06,318.63,496.6,291.61,916.93,933.06,950.07,452.42,961.09,451.58,278.86,935.81,315.68,351.98,532.03,167.37,157.11,40.61,184.4,600.7,295.55,12.58,450.55,738.9,675.18,175.81,303.78,399.66
295.99,448.81,763.35,598.24,501.12,830.08,715.72,501.26,33.62,926.1,352.43,253.96,439.55,508.38,397.07,326.19,644.6,928.99,399.07,986.6,206.36,959.25,683.51,294.35,354.59,51.88,546.39,35.31,121.63,973.91,614.13,37.16,643.69,707.53,899.62,627.32,428.91,305.72,237.56,224.71,91.69,970.32,249.5,441.02,147.11,5.47,980.9,706.97,821.18,801.38
239.79,561.01,288.66,796.41,279.11,799.3,834.3,482.1,841.14,83.53,498.83,499.14,598.67,796.27,716.08,913.28,974.09,877.27,228.05,718.06,674.09,165.64,793.85,692.25,706.04,424.59,61.15,619.62,200.04,671.69,692.23,937.23,307.57,871.37,615.15,280.8,167.02,234.93,532.5,266.03,872.0,536.25,653.43,710.15,625.53,541.51,850.97,600.85,355.31,473.83
726.38,468.82,830.88,930.33,103.89,637.17,192.07,585.64,427.34,224.19,920.16,98.08,861.53,130.12,255.85,905.96,314.87,61.37,172.81,219.7,189.98,39.22,895.27,809.46,430.16,317.36,938.56,697.74,407.73,333.81,535.63,342.56,132.93,470.88,604.29,109.5,569.52,357.48,420.75,114.27,353.25,530.32,380.92,326.0,997.79,314.48,313.74,652.61,946.35,414.04
427.05,667.51,121.65,834.65,250.79,466.32,97.81,292.01,956.85,154.82,921.07,440.53,607.17,538.08,633.37,828.41,39.27,439.22,438.3,312.16,796.62,155.79,225.5,66.63,172.36,663.06,72.96,49.51,235.65,385.8,64.9,708.02,436.49,598.89,36.84,42.05,83.54,555.18,577.61,866.44,430.77,26.18,773.9,146.88,869.0,768.28,591.52,646.93,782.39,756.23
722.04,68.38,170.64,251.44,268.08,380.9,616.55,940.91,859.52,413.37,660.09,499.58,63.12,688.44,289.55,156.04,346.82,840.0,193.64,260.14,991.66,648.26,232.08,609.08,667.71,954.63,273.55,558.93,179.8,509.82,630.41,184.79,506.28,383.59,828.28,231.2,501.95,374.02,845.47,372.06,179.41,460.93,687.67,135.46,353.43,443.18,374.22,386.33,723.82,544.85
694.02,630.1,619.66,830.43,863.49,313.35,642.81,70.53,742.0,931.85,865.74,141.28,419.19,521.32,243.25,712.68,508.44,269.55,421.05,855.29,158.18,134.63,906.83,406.34,50.44,459.15,736.9,723.79,314.52,898.84,596.88,792.83,78.13,949.45,931.74,234.4,737.14,157.52,313.54,43.27,14.79,694.69,321.74,651.42,842.05,195.27,409.72,521.61,823.01,866.78
151.3,882.28,964.18,515.62,414.08,811.19,929.86,537.25,145.05,578.29,927.95,168.92,50.86,1.65,139.42,624.38,726.73,256.38,806.4,133.4,389.47,422.36,597.78,877.19,544.06,396.36,515.51,952.15,763.57,338.46,956.19,900.92,424.06,673.89,344.1,92.34,954.37,904.37,678.74,836.27,571.11,493.58,27.9,791.36,361.66,357.8,397.11,932.39,434.58,903.99
98.49,697.37,179.84,891.12,667.44,141.61,472.52,531.91,627.48,11.2,497.97,158.33,101.64,1.29,426.56,904.65,593.31,64.77,662.31,313.93,264.5,780.73,709.36,539.7,179.55,519.99,209.05,290.6,275.98,763.52,261.04,66.57,425.19,331.69,803.53,774.38,941.02,865.69,266.84,334.48,866.02,240.71,619.79,705.96,212.46,507.44,242.68,111.15,614.25,152.21
241.54,691.06,610.84,8.37,312.66,975.15,626.87,493.49,274.77,972.97,971.67,379.27,397.37,435.57,442.36,468.52,190.56,405.43,426.96,930.05,404.3,796.85,769.1,23.68,569.79,793.72,164.38,953.45,229.6,325.23,842.55,710.94,451.3,155.41,225.52,49.87,550.35,745.65,457.99,556.4,25.11,350.98,99.92,350.86,144.63,80.93,815.84,518.84,39.98,889.04
692.53,756.3,484.48,138.18,99.11,604.93,187.44,435.12,677.96,980.09,536.4,679.61,10.16,422.67,585.42,442.46,184.11,257.84,327.21,826.64,794.88,862.9,755.4,729.49,977.0,323.84,296.1,258.83,426.31,960.33,842.32,957.47,65.82,531.17,891.97,864.68,394.06,538.56,267.72,965.45,905.28,928.5,710.69,491.15,447.82,858.59,881.29,201.83,261.59,148.98
56.09,174.1,126.24,251.79,570.76,40.41,347.37,337.43,874.08,617.48,362.1,609.89,806.24,105.48,798.91,697.26,536.89,342.76,329.61,66.81,351.95,541.15,183.51,464.86,173.69,149.93,896.63,157.51,954.4,301.68,748.72,696.52,768.61,467.14,597.86,709.77,557.94,340.65,95.04,959.91,924.62,624.16,634.26,53.61,404.43,650.01,895.61,94.72,355.04,967.82
888.27,44.8,887.12,778.88,519.21,85.3,276.85,282.25,82.05,187.66,592.23,83.8,207.97,548.62,907.25,227.69,308.44,57.68,357.18,60.88,943.63,555.84,958.17,443.19,624.42,315.7,609.61,930.65,319.71,962.89,392.39,138.88,181.88,594.44,130.86,553.33,567.98,132.83,57.72,667.38,302.33,293.47,881.73,649.37,52.03,595.6,916.15,171.81,619.79,304.48
190.66,186.16,293.94,393.86,741.46,371.83,827.35,652.83,195.38,770.55,847.31,192.86,520.51,994.15,74.44,455.77,921.77,120.34,778.79,84.05,990.2,700.76,633.14,48.34,285.39,47.31,735.07,538.08,532.71,568.86,655.28,800.16,578.19,222.19,794.33,170.68,966.06,891.6,254.68,827.24,821.03,859.18,785.44,145.43,205.83,869.44,822.48,378.16,214.47,739.62
726.98,286.28,858.44,747.96,184.16,818.55,982.02,684.92,454.26,92.55,154.48,132.11,209.22,880.23,276.56,181.13,407.4,179.77,969.03,154.57,702.88,470.05,345.35,744.55,833.29,148.0,222.77,460.11,40.15,317.21,999.09,992.53,794.2,825.56,989.03,47.54,250.4,739.82,973.7,819.46,645.89,235.17,695.26,929.61,449.19,809.54,976.33,206.5,292.34,257.96
953.11,908.36,223.68,173.2,826.14,366.3,103.65,25.57,265.03,622.93,215.99,640.6,552.14,373.83,369.4,704.01,62.92,230.61,93.43,625.18,986.31,416.95,510.83,39.98,304.85,392.57,861.01,226.37,843.71,355.29,67.2,340.45,387.49,255.89,13.3,691.68,77.08,256.85,736.6,163.25,505.19,778.95,970.5,567.23,800.99,936.57,106.06,219.46,0.4,437.81
416.19,591.77,614.55,339.97,574.41,327.81,18.44,240.4,779.3,141.33,230.05,276.39,426.46,685.4,411.8,87.67,536.2,228.72,439.4,682.29,103.59,212.39,135.71,521.88,171.1,859.54,196.49,685.81,432.21,281.35,396.64,181.8,991.01,952.37,69.57,666.85,474.59,695.38,221.88,315.36,577.02,211.98,298.35,961.04,416.31,140.15,163.94,53.11,208.54,509.96
346.7,123.12,309.37,928.47,788.58,173.11,206.31,804.33,615.67,614.42,470.44,429.71,76.64,928.76,590.34,42.12,835.45,679.28,605.54,288.67,20.68,856.24,214.97,209.66,749.33,731.2,236.19,36.92,707.69,954.64,477.45,15.24,941.73,963.36,123.04,143.68,729.51,719.83,569.38,645.9,830.07,14.56,529.82,123.55,652.48,378.94,425.18,861.02,589.31,414.28
421.06,698.38,932.94,210.56,980.0,476.38,465.7,736.24,440.31,186.47,354.18,458.13,606.28,852.55,502.17,345.99,727.27,96.05,570.8,321.03,642.66,811.93,365.65,646.96,238.35,535.43,688.62,411.01,331.42,481.41,43.24,436.83,968.79,855.57,458.5,217.71,766.0,414.79,518.61,5.92,261.04,820.56,41.89,391.31,617.51,567.33,96.53,914.15,306.83,710.55
343.65,631.65,797.94,882.24,301.26,776.18,212.47,753.45,557.24,120.69,937.27,498.97,552.83,609.61,458.17,520.79,492.91,452.56,367.84,811.97,615.13,705.06,810.48,531.82,413.87,139.94,913.37,16.28,496.81,953.3,169.32,254.09,150.2,51.14,451.1,396.88,696.38,738.88,764.46,854.24,134.31,620.45,875.21,114.12,769.15,211.43,944.72,22.15,810.59,39.42
995.17,661.27,377.33,422.64,799.02,441.16,992.79,929.7,713.39,591.87,926.77,520.94,69.26,783.37,900.7,462.54,212.22,986.04,870.89,824.21,652.43,338.46,683.08,678.46,694.36,939.03,984.25,789.47,158.03,444.58,978.97,163.2,941.52,236.73,845.52,39.32,87.47,714.41,709.91,74.65,952.64,329.75,269.86,879.37,232.57,997.38,43.64,639.2,409.42,382.05
488.33,806.37,330.84,987.6,295.76,643.07,146.78,386.77,157.42,338.18,728.46,304.53,954.33,42.87,94.89,708.9,777.91,109.13,227.04,374.43,142.76,969.16,737.45,611.55,478.58,932.89,291.43,758.16,128.64,108.99,580.16,294.45,752.43,764.85,362.73,934.74,608.76,778.51,212.99,491.54,753.16,798.86,111.11,450.85,972.33,276.78,679.9,844.22,859.35,56.83
147.3,579.35,174.12,177.2,563.26,596.88,348.78,643.05,591.86,609.12,178.6,80.01,581.62,600.66,984.04,964.06,774.69,86.13,497.27,346.16,84.31,162.52,478.64,334.4,762.99,120.11,646.06,524.22,378.08,776.26,145.35,332.58,820.64,151.79,94.86,645.88,106.6,217.1,406.88,619.77,392.51,229.39,271.54,808.62,74.86,495.83,76.01,228.07,849.92,964.57
405.58,208.05,798.44,371.42,357.98,72.66,467.93,218.6,936.89,23.09,450.98,455.03,824.74,746.88,525.12,515.53,590.71,259.8,870.81,742.81,391.52,664.41,475.94,422.76,716.32,210.18,796.72,153.71,578.39,615.26,348.27,563.68,437.14,533.68,745.1,767.04,721.81,586.62,800.5,363.95,963.7,848.59,450.14,756.13,410.19,751.48,986.43,644.95,422.64,131.24
625.0,483.45,317.66,316.67,590.66,47.03,427.32,4.61,874.53,446.7,786.56,7.69,82.71,727.73,670.14,817.57,279.08,84.39,113.91,174.05,101.81,990.1,802.95,29.38,646.67,919.32,939.54,567.14,589.63,788.82,394.72,4.86,724.19,80.92,979.55,182.35,557.13,691.65,863.59,181.23,630.64,314.42,332.04,130.06,661.3,526.66,543.75,481.88,648.04,569.51
524.44,717.36,540.12,458.27,682.26,930.29,957.41,850.24,893.84,303.47,698.68,443.9,276.34,626.05,416.96,128.16,54.62,251.04,977.34,913.35,855.81,233.42,285.92,257.36,147.86,641.52,492.21,696.3,515.39,331.37,731.99,915.72,233.81,383.18,78.48,992.87,34.99,576.85,24.8,558.61,139.65,789.08,317.26,613.85,224.31,732.52,452.76,345.65,151.46,339.87
63.8,751.78,702.87,415.76,396.87,334.65,554.65,830.19,324.38,933.38,984.6,678.06,361.85,712.56,179.65,755.99,15.58,908.21,217.08,621.38,215.78,341.05,915.85,510.86,168.37,149.42,367.0,351.55,723.21,925.87,438.94,313.57,603.56,766.32,951.86,788.11,828.64,948.35,646.16,233.95,304.99,353.76,882.6,680.07,627.2,336.2,765.55,505.79,106.0,569.01
713.39,14.53,27.02,663.14,446.81,317.07,135.51,59.08,443.03,798.48,103.3,294.39,30.08,449.86,606.79,105.43,139.37,440.65,54.16,276.72,533.6,865.7,196.28,393.08,954.8,491.34,77.89,960.32,946.3,360.97,421.33,607.6,912.26,681.33,996.51,767.6,691.16,959.75,502.13,353.98,322.08,887.72,143.59,357.88,83.76,525.26,226.6,560.65,191.84,7.52
516.99,812.28,686.33,760.92,328.9,847.57,874.06,552.42,793.52,131.32,822.0,283.85,997.05,778.12,75.31,219.06,462.75,611.37,656.77,820.67,615.62,897.72,765.01,693.11,931.74,803.13,987.36,872.38,523.21,480.51,560.87,42.49,509.34,173.78,202.34,844.65,521.18,462.77,508.74,94.72,931.08,756.48,20.0,395.78,701.32,796.16,849.3,330.04,746.43,152.97
891.95,499.07,454.27,288.1,567.4,431.64,63.67,725.86,240.23,681.15,715.0,678.01,41.64,314.54,91.73,205.29,702.25,749.5,790.89,622.71,845.63,0.61,988.97,505.6,823.44,594.66,747.74,640.76,500.97,124.96,177.87,1.74,836.68,127.01,360.15,491.71,98.35,502.33,999.99,379.18,949.47,809.89,674.69,98.09,472.0,317.79,687.78,882.23,850.88,109.4
987.65,516.75,29.47,991.0,894.72,233.33,355.25,25.78,844.72,692.2,845.68,400.22,617.49,144.05,445.03,931.24,593.77,16.08,500.71,397.6,527.77,488.88,673.8,239.41,516.55,124.58,667.08,947.92,709.0,128.84,674.28,759.86,637.58,5.98,572.14,631.92,362.63,17.49,435.52,685.89,734.28,834.07,147.56,598.11,716.07,838.24,180.84,100.42,515.76,178.79
809.14,159.1,871.66,139.82,101.73,353.99,388.02,733.81,113.94,21.84,148.4,681.1,457.86,762.9,162.92,521.02,188.5,823.89,126.54,144.33,259.54,125.48,956.57,390.98,728.86,205.41,559.76,268.6,991.79,165.12,654.75,954.81,0.6,338.92,75.97,921.15,279.54,284.38,657.68,363.17,0.47,57.5,503.98,693.86,93.96,172.15,284.32,490.84,190.86,679.49
521.55,61.56,296.18,825.73,834.79,286.86,470.84,697.58,503.97,382.83,234.73,743.48,928.0,427.81,381.61,154.65,563.21,577.44,916.12,224.14,904.49,23.29,480.52,175.26,744.98,664.45,548.96,20.39,818.75,918.68,477.57,245.45,48.81,461.18,722.76,955.05,113.39,841.59,479.47,939.29,9.89,156.7,429.0,303.98,221.33,306.08,572.02,197.11,896.54,804.68
