ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10,ATTR11,ATTR12,ATTR13,ATTR14,ATTR15,ATTR16,ATTR17,ATTR18,ATTR19,ATTR20
322.15,375.81,356.21,177.91,229.84,133.98,293.07,187.41,72.81,365.92,469.89,224.13,204.91,64.45,114.92,107.2,17.31,488.58,130.44,171.02
79.98,277.63,64.38,282.24,214.45,148.52,241.89,420.64,145.69,152.37,123.83,451.51,307.62,373.44,446.17,420.96,250.15,64.76,410.67,493.27
361.54,309.25,450.18,472.61,346.22,187.82,127.71,287.46,54.84,76.06,443.64,50.4,88.99,272.59,416.71,483.22,238.62,378.09,408.41,241.32
479.62,292.07,159.67,235.4,225.26,270.3,91.57,262.5,31.98,237.86,12.76,475.73,38.96,115.93,413.35,361.44,1.06,140.03,397.99,38.26
44.67,69.35,169.09,172.19,307.43,175.59,469.95,6.44,489.54,485.96,431.81,299.45,306.55,422.17,429.66,320.58,486.73,236.66,201.11,209.73
49.95,419.34,87.4,329.66,98.56,461.92,364.46,211.9,217.44,187.5,188.78,456.63,284.12,120.11,270.74,257.47,397.12,143.4,252.71,451.57
286.73,91.3,480.45,216.69,399.0,472.91,445.02,455.61,163.68,60.88,234.57,318.73,312.63,241.92,333.93,9.99,246.33,191.12,143.25,330.43
155.97,336.93,381.55,285.63,72.31,200.2,352.69,327.78,332.23,387.26,166.86,121.16,338.08,158.67,292.06,22.69,376.58,274.69,42.35,118.78
298.13,172.2,374.69,231.62,168.4,109.69,270.57,443.55,76.53,283.1,282.49,264.04,58.65,499.76,360.89,236.46,167.95,275.65,432.04,445.07
406.28,482.61,35.65,85.81,354.9,244.7,491.01,189.2,454.17,136.16,235.75,232.2,456.45,98.02,488.37,463.22,166.3,128.33,374.41,322.92
481.04,342.16,12.05,477.65,160.7,67.81,447.23,348.59,164.34,205.44,487.31,359.7,400.49,177.94,128.42,329.84,21.16,36.25,47.27,49.69
297.77,448.16,431.05,431.59,15.74,443.67,53.67,104.79,268.36,82.56,266.41,367.89,69.78,53.91,235.65,349.6,222.35,195.67,287.16,80.84
263.55,247.3,233.17,262.94,145.85,491.68,350.91,313.44,379.07,297.41,400.78,250.2,414.3,276.88,97.94,424.97,321.62,303.83,31.23,361.97
484.0,408.96,231.16,305.1,91.68,148.58,51.48,484.93,90.96,391.8,291.71,351.84,58.51,12.43,235.39,281.65,279.69,486.81,453.26,151.11
3.74,250.25,422.87,371.08,77.85,303.18,112.91,128.86,247.4,375.06,487.21,489.09,115.66,432.96,56.23,19.51,344.47,413.29,228.25,102.55
219.83,29.69,114.47,405.4,466.61,91.09,148.94,133.85,201.69,320.05,419.4,433.49,149.99,322.15,152.48,249.08,49.01,197.71,486.08,355.43
3.34,3.6,417.77,348.87,489.59,143.4,241.61,430.11,194.19,368.1,274.46,494.34,59.07,113.61,442.93,155.78,163.92,438.55,167.4,368.87
82.68,242.62,308.06,333.59,64.94,305.47,200.24,127.44,341.06,33.02,492.98,468.14,495.79,271.18,152.45,263.39,151.61,142.72,456.99,198.55
336.15,143.63,432.58,474.12,138.5,373.17,181.88,127.48,470.88,313.53,2.06,486.34,235.58,436.58,412.8,294.77,485.44,162.82,336.33,438.49
181.92,475.0,391.83,207.63,397.83,94.23,140.83,30.07,189.21,286.08,161.56,365.95,43.66,380.76,484.58,195.22,104.84,354.03,407.39,141.4
432.36,217.23,237.5,468.32,391.69,374.7,481.57,454.76,419.02,253.36,439.19,299.41,295.97,400.9,126.83,93.59,490.99,401.49,175.22,191.2
135.26,200.14,43.16,472.6,242.3,186.91,321.67,443.98,361.06,98.8,331.96,488.87,45.72,154.86,48.81,234.95,54.84,395.85,145.41,84.43
67.61,399.31,111.05,479.4,385.15,299.36,169.28,171.37,35.28,254.31,72.83,216.27,416.96,54.16,455.97,337.22,157.6,251.5,384.12,400.08
449.85,3.38,299.89,322.66,466.44,62.75,238.74,478.02,37.46,200.26,19.67,205.03,16.87,188.0,313.36,160.03,297.03,466.54,224.56,221.24
26.77,444.83,413.28,174.48,329.03,284.61,403.08,58.45,386.31,176.23,396.01,17.93,195.55,206.45,495.52,417.28,413.01,395.17,368.02,415.63
127.26,391.18,347.45,317.6,243.69,179.66,114.75,120.78,165.2,34.22,379.68,51.32,396.97,328.32,68.22,148.02,395.7,162.57,90.71,264.28
9.01,41.88,151.27,273.63,125.88,17.53,483.46,488.76,140.08,473.13,263.11,379.86,106.45,148.06,423.42,253.26,497.73,118.22,315.87,272.64
178.33,129.44,47.67,114.92,60.33,347.43,80.23,281.83,280.36,345.06,67.96,218.47,355.33,488.83,125.15,227.97,154.15,86.09,79.68,328.31
367.86,8.29,304.08,420.11,148.09,185.15,310.06,424.38,5.24,208.57,68.56,237.96,462.96,287.32,186.97,169.91,316.13,89.05,416.51,410.28
374.3,488.76,34.25,234.6,386.23,446.44,364.96,443.92,472.9,286.45,323.03,395.61,236.03,74.65,289.76,434.79,386.28,419.16,47.03,355.25
314.85,238.87,475.45,378.3,359.93,349.29,208.94,405.85,141.19,251.17,322.3,106.67,422.13,12.13,157.77,210.13,250.24,244.25,102.24,330.5
185.05,152.75,223.45,487.87,298.53,114.17,181.51,453.97,254.02,107.49,205.09,258.32,14.57,243.28,488.3,344.91,293.29,259.1,426.95,13.46
123.52,52.9,284.15,75.73,309.0,63.7,497.77,87.75,498.16,82.21,258.29,107.09,54.44,322.05,185.23,218.46,296.51,158.92,336.68,380.44
135.54,59.48,401.3,262.12,299.62,146.84,185.35,126.25,180.25,480.5,473.05,451.84,346.44,38.04,319.47,379.18,287.32,352.37,355.39,431.38
143.25,75.31,238.28,18.05,394.43,135.05,290.28,309.55,182.65,35.76,61.39,494.04,409.65,120.36,228.83,373.76,382.02,52.69,472.88,339.69
263.95,109.68,287.3,292.99,104.41,323.47,126.48,384.6,248.18,182.55,469.56,472.36,488.73,101.06,147.83,470.77,354.57,39.31,261.79,206.71
367.24,201.84,404.33,460.8,158.5,258.57,166.66,314.38,112.68,167.13,348.94,208.63,5.67,11.99,323.9,227.03,197.92,129.7,350.49,348.02
192.93,156.18,414.34,231.99,283.8,306.98,187.98,406.11,204.74,159.38,36.55,189.86,203.51,237.34,476.55,204.58,450.44,300.18,187.35,275.92
135.82,78.43,317.58,164.58,422.82,116.27,409.0,393.7,189.88,356.95,74.65,288.43,94.27,212.35,477.52,111.55,317.5,438.84,271.87,330.22
423.92,144.11,460.89,243.25,71.89,145.16,203.86,28.96,225.7,436.9,322.38,397.96,387.43,459.75,10.66,332.41,100.44,48.72,197.25,71.52
326.85,33.72,267.0,329.66,318.03,407.98,258.53,452.02,297.23,0.73,494.14,85.77,275.45,213.0,450.4,236.84,128.91,404.88,178.44,105.02
156.42,219.1,84.97,279.1,188.56,208.9,175.41,52.52,367.36,477.46,64.0,171.54,303.16,89.7,106.25,273.29,67.62,150.56,137.52,358.82
466.31,443.17,92.28,326.98,119.8,455.33,280.69,381.45,332.1,306.14,77.97,221.54,235.41,266.94,416.87,294.35,281.0,281.78,358.78,9.09
348.66,241.74,330.21,23.41,150.66,72.17,378.74,357.49,249.79,435.71,72.24,198.04,222.79,108.16,499.55,83.53,448.12,270.42,324.14,193.49
59.74,245.27,494.01,447.2,354.69,388.53,272.45,52.56,77.25,235.83,120.26,64.57,86.46,239.6,11.9,191.36,260.27,85.12,225.25,248.5
410.93,468.0,29.98,77.05,22.2,360.22,300.31,51.27,162.36,61.12,31.17,159.11,82.71,187.55,24.18,7.64,112.44,423.9,162.14,445.87
37.93,412.98,316.05,362.04,26.27,441.95,378.06,130.77,15.25,105.14,332.98,417.51,78.79,47.26,361.24,374.0,26.19,0.51,112.52,265.14
215.48,292.33,493.98,192.39,249.76,192.66,203.7,224.19,373.12,86.36,84.25,207.36,262.15,227.67,436.51,373.47,422.29,187.27,161.87,474.47
478.67,450.9,427.47,247.5,440.63,376.85,109.48,460.49,198.11,453.19,252.8,286.01,80.9,496.48,68.97,416.75,415.93,175.84,238.06,163.34
312.64,138.97,221.9,382.76,171.75,292.68,7.09,370.32,169.51,287.49,146.68,241.3,321.64,475.41,101.27,224.73,316.74,1.1,264.94,384.7
430.17,254.4,333.99,429.86,301.38,496.04,444.81,394.89,241.45,270.16,322.9,438.2,291.36,393.64,396.04,204.77,15.16,376.69,299.23,219.1
267.52,351.94,333.71,455.99,263.41,54.19,195.88,85.94,191.59,309.09,440.75,104.48,96.24,181.39,377.69,190.67,440.92,179.54,161.14,203.85
52.31,242.21,408.29,490.79,6.94,245.1,303.23,440.24,469.83,364.44,364.49,287.54,67.84,490.68,65.74,489.22,239.53,299.98,77.88,418.73
158.09,499.66,160.22,177.37,128.24,192.78,36.21,414.03,249.22,248.94,157.03,470.04,476.7,181.98,382.69,168.62,207.7,352.18,276.87,0.63
189.43,89.28,203.06,455.86,324.54,336.99,440.43,383.23,365.15,328.63,458.36,145.04,81.5,279.28,53.04,310.84,56.46,484.61,306.84,4.52
218.97,282.04,461.07,170.98,304.55,326.33,336.68,356.64,179.1,121.37,444.55,324.2,155.75,487.54,323.63,437.87,243.49,221.61,281.21,13.14
58.38,459.39,148.45,7.69,27.58,69.19,400.15,208.26,36.72,110.21,79.34,54.62,230.66,283.57,341.09,287.66,492.35,404.37,440.67,5.45
152.26,342.44,148.39,76.75,154.41,161.68,87.81,87.12,127.18,264.21,127.65,342.46,345.9,48.92,150.97,55.01,132.06,240.41,192.0,238.15
85.54,326.36,325.26,172.19,112.52,103.63,14.86,335.08,183.46,308.33,424.05,306.76,104.68,123.73,393.19,318.44,217.55,227.99,431.05,375.61
86.6,34.08,361.4,208.77,279.9,83.73,310.76,71.69,301.04,281.57,148.42,307.98,432.76,484.14,82.47,126.93,379.53,239.96,492.72,395.49
180.71,66.9,464.93,64.0,326.77,12.65,114.99,161.74,316.81,476.89,240.48,213.72,246.62,357.55,414.17,121.64,131.65,211.81,461.19,419.97
461.62,62.69,271.77,55.04,275.61,109.89,253.57,29.59,499.78,486.25,325.76,52.81,263.49,137.52,180.33,172.02,278.0,68.34,485.0,307.32
408.51,27.04,253.3,288.68,271.04,3.39,39.98,95.03,38.1,348.45,159.07,335.24,227.94,108.81,34.86,86.27,330.55,425.87,304.1,460.94
483.67,248.19,95.21,480.48,192.63,420.71,1.16,456.13,35.65,146.31,156.36,461.05,328.63,169.91,262.87,354.26,393.08,379.46,325.8,1.17
362.97,196.7,59.5,298.41,107.0,136.05,155.75,267.36,476.93,352.11,2.01,244.3,67.74,318.8,312.4,89.9,484.59,84.52,155.73,205.1
399.84,76.27,301.78,373.23,42.78,462.87,40.7,349.98,325.56,337.51,456.09,143.75,170.82,165.7,88.62,286.69,348.02,276.05,472.23,457.65
20.17,368.3,452.97,393.37,172.42,15.22,12.17,200.94,196.03,139.75,138.5,201.45,81.4,144.66,407.0,23.52,228.84,396.54,69.18,17.6
189.48,349.09,63.32,207.93,141.53,65.95,377.01,331.8,294.5,386.9,185.31,68.82,94.54,144.26,16.01,225.64,191.84,373.62,70.24,411.23
75.15,345.99,483.09,465.62,402.67,222.89,197.41,424.25,206.78,35.6,159.53,24.61,21.73,421.4,164.92,44.25,168.39,345.97,419.8,162.7
32.47,226.54,27.62,134.25,172.92,328.65,364.51,426.04,127.49,115.16,105.89,318.98,389.14,242.83,459.43,251.74,131.74,152.1,224.89,478.13
498.08,321.52,464.45,215.59,252.34,197.41,289.15,342.4,389.32,26.28,361.44,209.14,154.21,488.62,344.16,333.35,219.21,6.16,125.36,224.28
462.53,371.85,467.92,366.18,153.0,105.89,263.85,200.49,316.71,37.55,30.83,321.09,68.29,426.72,322.83,451.81,223.59,473.63,351.15,193.5
96.37,0.52,61.66,40.63,378.65,186.21,296.23,268.31,84.41,12.67,23.06,446.0,14.25,444.66,137.37,409.34,289.97,5.11,260.4,142.58
85.36,252.31,327.36,365.83,491.92,84.47,55.68,231.68,205.88,13.15,405.68,59.3,212.22,42.26,312.04,227.47,381.61,272.28,414.46,202.3
34.06,136.57,242.25,137.35,31.0,190.35,61.2,304.91,398.02,171.8,346.57,391.25,423.07,331.7,28.98,483.31,158.54,160.31,333.41,293.82
237.16,222.18,8.03,410.84,135.49,221.09,202.67,97.79,166.45,101.61,325.68,199.95,479.9,1.12,84.63,182.45,1.45,39.13,135.44,23.64
384.8,108.05,19.21,93.85,259.33,5.62,156.99,471.5,143.65,76.14,393.68,420.96,302.18,80.62,487.8,490.09,453.75,435.09,247.21,160.21
470.36,62.81,29.13,17.29,158.0,413.51,312.04,127.49,167.46,262.04,473.33,349.76,370.63,473.01,70.6,184.05,131.13,451.63,480.85,227.75
313.3,51.37,280.37,81.11,186.53,345.92,45.46,85.51,443.48,305.0,346.59,43.58,45.4,424.38,329.31,32.72,112.69,477.25,150.29,417.07
450.49,103.87,185.62,100.43,274.38,16.9,476.53,112.54,21.72,258.08,233.92,384.07,420.77,328.89,162.87,230.38,200.93,388.32,122.21,424.46
283.77,355.77,242.9,383.4,220.49,361.97,426.27,298.38,341.37,23.75,102.63,488.29,436.35,63.21,166.76,360.72,258.19,291.54,229.31,120.49
193.69,391.02,251.04,436.77,332.57,237.62,229.08,63.68,18.05,26.74,388.18,353.08,5.82,409.33,490.19,244.2,223.95,176.35,30.38,231.46
238.07,353.22,5.13,268.11,327.14,171.29,367.62,162.19,317.07,195.55,213.23,6.75,182.39,156.84,69.33,421.27,359.41,188.23,276.13,93.45
172.29,439.96,247.27,470.1,494.27,335.39,324.08,439.67,177.29,395.44,55.25,337.79,16.95,87.92,187.97,14.89,114.63,280.95,402.25,59.62
64.29,207.91,265.9,87.66,456.01,156.65,122.86,294.55,34.66,37.35,434.86,418.17,17.02,12.66,299.01,460.34,385.5,263.0,332.02,456.94
167.36,330.09,235.62,426.88,96.53,205.27,408.26,370.1,104.67,410.68,20.76,52.83,0.77,394.56,284.99,485.82,48.13,45.57,133.08,251.0
94.64,322.08,232.42,123.89,353.97,399.72,169.2,6.75,490.48,169.3,243.56,251.64,198.09,12.09,275.57,455.2,107.81,306.55,230.48,317.41
240.15,188.04,447.69,485.47,131.04,415.19,157.27,223.98,187.45,233.73,328.07,265.81,94.16,309.35,200.47,196.31,206.12,41.49,413.89,244.39
270.33,147.18,398.94,396.21,82.51,49.77,118.91,388.82,220.95,371.09,470.16,459.12,320.75,151.47,76.3,263.47,378.45,219.4,405.37,232.35
146.31,107.35,270.84,122.59,133.42,285.92,205.83,420.36,402.27,222.54,225.7,355.11,250.92,74.48,440.31,27.93,119.53,365.05,433.59,238.74
466.79,352.15,25.53,227.78,295.81,230.88,153.89,320.57,31.89,298.14,169.18,293.03,283.12,309.35,309.07,327.97,133.69,77.07,293.77,161.47
193.69,235.45,329.6,271.69,42.52,492.02,229.42,6.82,150.52,340.68,476.19,92.86,103.88,38.55,447.05,495.25,96.21,434.06,306.29,333.53
439.71,419.67,346.68,494.6,286.56,431.82,454.76,108.19,422.65,48.74,39.72,291.14,477.36,128.85,424.38,266.05,484.16,76.86,432.58,152.19
210.59,358.07,432.38,169.72,12.65,242.19,144.28,430.28,165.02,484.77,360.49,241.25,219.57,461.15,136.2,295.27,323.56,395.37,366.84,90.49
385.08,437.01,100.35,161.18,223.5,257.9,208.08,483.57,166.78,125.52,269.2,194.66,176.17,256.91,258.32,255.94,5.69,276.67,440.39,113.55
54.25,154.25,457.39,341.14,177.07,364.41,243.52,332.81,287.37,451.17,257.76,20.6,446.34,386.86,78.42,85.16,28.27,469.21,264.18,194.76
452.7,307.99,465.14,124.11,74.66,178.59,467.34,469.67,101.92,432.73,234.57,263.83,148.7,462.49,470.01,197.66,439.0,309.07,334.3,344.15
82.58,13.4,155.56,196.73,54.16,469.14,120.6,107.09,156.21,362.59,70.57,93.42,281.37,101.65,159.95,157.27,386.34,350.16,223.77,440.59
127.93,21.55,202.54,374.47,74.36,63.96,386.41,175.01,477.51,437.94,250.37,99.06,274.43,429.63,306.7,283.82,320.33,291.7,0.94,60.04
459.67,136.15,414.35,303.61,197.57,155.83,433.32,28.91,291.47,434.7,59.21,343.04,134.85,232.08,353.91,290.09,233.46,193.74,9.1,447.97
155.01,186.64,382.59,38.64,457.94,226.01,279.58,326.55,442.48,272.91,280.35,202.72,123.08,268.31,40.14,174.24,74.32,238.6,235.46,123.07
35.92,456.94,209.45,434.6,126.33,130.11,65.88,485.3,25.02,281.16,426.72,378.17,62.66,302.65,262.42,225.53,301.95,193.16,258.77,408.79
47.48,101.63,111.21,324.54,244.81,327.79,445.48,47.32,4.23,431.94,275.15,94.71,31.7,94.12,479.01,375.39,97.85,183.94,305.82,433.77
164.12,34.09,338.01,95.18,54.13,40.89,157.46,163.85,78.89,242.03,434.8,4.02,328.5,482.71,2.6,56.42,318.32,346.07,242.08,205.05
85.03,6.82,363.49,271.35,331.14,336.06,353.85,291.69,256.2,453.05,456.4,108.18,484.68,161.48,231.68,151.54,329.34,281.28,69.64,300.28
468.66,149.2,270.27,133.36,483.1,215.92,470.58,67.22,413.34,43.82,324.31,170.75,175.04,246.51,11.94,58.29,253.12,223.43,359.4,110.35
434.81,180.43,220.29,297.89,62.56,462.98,427.03,153.61,267.39,216.51,205.75,21.05,358.37,407.55,341.52,363.78,239.61,168.0,248.41,321.4
343.28,115.98,0.61,61.2,296.24,196.54,436.67,444.68,368.79,287.78,102.41,53.47,249.78,376.44,361.18,336.62,394.93,117.2,24.65,76.47
134.22,308.38,394.88,298.36,305.78,361.19,184.41,463.2,54.96,464.22,340.65,379.68,258.96,0.18,341.47,309.11,230.53,433.95,419.71,2.89
80.9,30.06,396.76,150.47,55.57,270.6,205.05,291.88,29.52,98.6,7.32,348.15,395.81,75.22,126.24,92.15,498.61,230.42,255.28,231.74
420.07,125.14,175.58,51.37,60.24,461.43,24.28,333.69,422.47,465.88,86.7,292.29,19.06,232.58,255.5,195.21,335.29,325.71,4.97,97.82
163.46,19.76,297.06,225.62,226.83,217.29,499.56,204.14,45.02,316.53,229.29,451.87,127.64,474.39,411.41,7.57,454.16,39.44,212.69,97.83
129.7,496.64,128.89,265.08,192.78,338.44,236.86,27.37,224.3,426.78,218.25,94.59,56.17,473.3,300.79,433.38,177.17,401.94,228.29,374.75
458.62,15.72,472.71,231.12,324.18,384.74,43.0,83.69,214.99,316.44,305.85,435.07,469.0,64.71,182.56,343.71,378.9,458.0,370.9,402.03
63.59,230.82,1.96,52.35,226.38,120.72,6.75,0.64,65.92,8.15,498.68,130.92,33.02,229.2,141.93,481.68,477.31,238.81,415.82,174.43
267.8,335.54,453.11,22.67,115.41,337.11,464.17,310.43,359.13,462.69,404.38,213.23,180.51,198.27,388.6,31.33,39.01,144.64,198.17,366.49
164.81,447.12,417.17,207.72,321.97,355.43,358.73,53.57,416.81,335.01,224.56,126.75,181.66,197.83,19.66,165.32,429.4,238.41,451.78,360.31
102.4,391.22,482.02,19.43,13.59,125.78,444.24,119.18,472.13,87.89,433.71,456.34,35.56,40.12,478.49,21.43,113.9,4.26,352.4,26.76
452.47,130.55,125.33,271.94,429.55,465.02,448.43,75.4,117.53,301.25,340.09,319.1,36.12,379.38,163.45,60.58,60.57,127.38,375.11,434.51
376.66,150.16,458.37,120.08,94.37,443.39,205.47,331.24,59.84,51.19,202.35,450.94,293.73,331.74,135.79,343.41,156.92,455.05,79.5,213.71
187.52,45.99,213.77,97.18,53.85,490.16,473.41,238.06,282.89,21.85,467.84,235.3,361.94,188.38,356.29,261.3,241.17,265.82,458.88,30.95
119.46,403.24,474.96,152.32,399.81,293.88,437.62,78.07,494.54,433.22,205.73,281.35,478.97,232.33,329.57,292.2,134.41,362.18,406.12,99.76
167.02,489.59,56.94,454.57,310.58,253.59,268.42,22.04,375.4,447.9,227.15,191.18,206.44,196.07,149.82,427.1,300.26,365.5,445.36,410.75
36.24,316.51,343.61,338.77,152.84,317.43,178.9,362.19,50.85,445.1,10.37,244.25,137.18,120.9,484.1,381.89,157.22,392.97,387.47,409.18
35.97,464.94,13.43,231.36,468.78,118.09,168.97,76.02,433.47,285.95,67.86,395.11,461.16,458.37,356.43,317.81,207.4,241.61,253.83,292.43
158.02,185.08,495.92,454.38,70.08,402.79,348.72,274.67,275.08,412.34,476.58,274.4,304.03,401.4,239.18,124.92,316.92,36.0,65.74,189.01
427.34,170.0,426.96,225.84,291.39,441.1,470.29,36.0,151.12,401.59,378.14,155.16,230.9,445.95,385.01,336.17,114.56,42.76,442.16,40.44
26.46,459.0,159.81,298.03,420.81,494.35,48.52,366.57,166.3,317.39,307.24,206.03,444.71,16.85,309.2,491.69,491.92,471.31,287.8,412.63
213.54,458.29,19.3,56.16,344.83,97.06,40.17,192.41,286.95,379.63,324.68,310.1,173.69,133.13,499.65,444.01,402.12,46.29,256.83,311.63
443.77,251.81,192.58,412.45,20.44,295.29,375.24,265.9,269.2,440.96,2.3,397.21,279.41,356.15,43.75,82.37,412.96,299.6,268.69,40.83
124.84,458.89,485.46,488.99,457.87,228.1,322.07,424.97,493.92,434.15,401.33,169.35,20.16,259.85,140.03,129.85,208.31,263.01,464.84,191.87
57.13,91.05,7.94,290.71,435.18,436.46,110.36,323.23,159.89,438.49,146.75,12.85,80.73,32.32,286.41,296.49,256.95,61.36,322.62,425.37
169.25,80.64,197.48,151.79,73.45,451.79,94.76,271.06,150.3,185.84,382.52,232.69,265.29,446.5,154.1,325.08,252.91,287.12,265.13,434.63
316.72,225.11,200.14,216.59,169.55,456.53,135.53,468.33,266.1,75.06,92.92,485.67,385.95,304.49,89.09,493.97,60.97,199.36,153.04,409.38
4.42,377.23,294.07,410.68,435.6,333.85,214.22,417.08,421.23,484.35,300.69,59.75,98.82,39.39,212.88,139.46,361.64,337.05,362.91,368.4
493.59,10.33,237.31,455.78,14.2,366.25,21.19,199.18,159.95,483.46,460.96,186.03,384.43,483.63,58.15,299.4,341.73,275.58,112.63,450.92
52.61,62.99,482.86,496.57,68.9,203.43,152.43,3.88,332.9,129.75,181.53,376.05,428.89,472.15,389.61,74.54,478.08,310.45,466.05,147.72
418.24,240.27,56.02,134.84,465.08,236.35,447.87,81.03,101.75,7.1,454.32,168.39,123.28,436.53,12.46,92.84,247.31,229.28,488.06,456.78
341.55,214.66,112.82,46.7,266.22,476.11,366.05,19.3,179.6,13.4,90.18,156.81,310.0,226.77,28.18,231.4,190.48,296.68,373.33,385.47
164.89,394.88,276.68,195.65,453.59,145.03,228.61,163.15,162.41,148.22,237.78,216.48,460.43,67.47,18.23,79.09,442.57,39.62,295.63,307.25
120.27,204.54,343.12,271.65,41.94,81.87,390.62,3.58,311.5,393.45,28.93,355.24,132.6,169.58,136.48,285.21,337.94,139.25,263.8,355.79
251.0,26.09,210.86,413.89,32.39,374.4,405.66,454.36,55.52,150.51,163.5,369.67,1.39,338.0,250.08,278.4,446.65,235.04,289.6,5.29
460.98,450.35,424.95,460.48,44.49,348.21,354.36,295.45,379.84,232.99,377.07,249.98,407.11,221.03,105.53,104.69,84.51,472.35,378.85,157.45
108.66,5.26,287.55,276.27,114.87,214.97,197.92,4.13,150.87,265.16,95.71,231.48,438.69,443.34,294.53,145.01,400.54,53.29,325.04,117.94
226.5,415.56,269.66,422.31,324.54,118.54,131.65,84.58,473.16,15.13,490.46,349.09,145.53,271.7,119.9,323.64,84.98,44.79,178.86,11.9
414.32,174.34,433.62,460.57,356.29,26.56,147.01,248.9,310.38,109.96,402.03,75.03,185.84,469.6,305.56,181.1,135.53,211.63,27.71,98.23
379.87,241.61,241.86,102.53,360.94,152.78,26.09,327.86,125.62,353.55,419.0,260.46,42.52,173.25,77.51,237.51,5.07,135.45,363.66,378.86
262.37,340.47,176.02,142.29,402.92,435.86,345.03,269.76,151.7,333.94,437.58,320.87,120.35,420.96,191.63,57.04,242.2,254.99,307.52,34.95
471.48,60.74,471.66,453.98,219.55,74.12,333.11,139.68,295.85,361.06,17.83,189.9,333.66,248.46,369.68,409.18,230.58,246.95,298.36,252.33
155.82,268.91,89.91,130.32,89.52,391.61,194.84,247.15,450.04,55.15,229.37,358.21,393.79,459.86,82.73,42.99,214.13,91.58,344.49,167.5
209.34,296.61,275.47,361.06,221.75,331.96,132.19,187.98,455.28,281.6,472.06,291.84,249.28,491.5,249.29,178.19,226.19,359.6,187.7,102.36
176.82,152.35,249.09,52.69,450.26,193.72,97.86,344.51,198.93,194.69,401.48,238.59,60.87,340.05,431.1,89.91,379.04,229.64,295.04,170.39
108.15,332.09,170.47,75.8,20.49,191.9,104.51,185.23,183.49,214.64,467.16,459.92,181.64,471.86,424.43,4.71,149.64,448.53,404.83,222.61
76.26,5.64,206.93,112.79,14.85,187.57,481.99,198.64,474.36,312.42,452.35,314.32,307.68,40.98,27.65,370.08,29.59,262.75,109.75,55.71
62.13,131.98,198.63,348.87,141.35,66.26,144.01,357.23,388.45,341.08,388.16,481.8,77.8,316.05,6.38,371.31,30.15,291.19,119.78,303.8
383.45,219.25,76.49,16.0,41.27,353.81,219.99,307.05,331.38,397.94,163.56,81.47,146.37,53.76,72.22,457.58,237.19,438.61,57.76,487.96
477.75,305.26,326.55,269.62,156.34,374.29,80.31,283.4,438.66,38.44,17.41,131.9,498.67,60.52,274.76,292.41,193.31,282.66,81.55,471.2
27.08,50.55,84.05,436.01,273.86,471.86,453.13,26.72,165.93,87.02,306.72,155.35,449.8,270.4,106.59,143.02,256.78,59.51,368.13,289.52
36.15,428.82,405.0,208.05,61.89,117.66,110.15,435.64,477.7,310.71,94.45,325.65,257.42,136.5,457.63,169.05,489.88,154.51,88.14,242.53
351.69,14.37,364.26,207.74,465.82,167.09,346.96,312.63,377.92,495.18,426.45,283.48,272.78,308.34,42.78,162.75,261.73,326.43,267.58,282.01
259.56,115.74,342.39,300.64,378.61,17.98,91.17,419.12,216.07,338.68,13.07,374.67,312.41,170.03,358.08,492.13,371.86,448.21,470.35,116.66
292.05,249.95,248.02,176.19,380.41,374.78,364.99,288.37,271.44,36.91,455.47,222.13,49.76,366.89,451.13,209.71,440.77,309.67,232.01,366.83
256.78,4.4,95.63,224.24,23.79,330.58,16.06,496.46,122.42,41.04,202.52,22.62,219.45,214.92,439.79,288.15,85.11,409.34,13.32,498.15
160.47,346.4,130.56,346.17,277.74,404.56,132.99,272.18,431.06,134.23,208.96,434.96,63.53,204.32,357.81,480.75,32.34,41.66,221.88,426.93
92.13,219.39,267.7,413.55,460.57,237.72,376.26,58.33,30.6,182.08,254.09,77.29,225.23,414.79,272.64,208.6,432.99,255.94,52.49,97.57
132.86,402.93,365.9,270.36,331.51,219.99,29.4,208.52,360.3,414.16,153.82,27.51,368.25,288.87,184.57,76.82,171.03,66.92,35.21,9.54
211.67,94.89,108.07,199.03,300.12,446.23,468.41,117.96,217.64,460.14,144.88,281.28,380.52,179.27,394.9,452.83,233.88,394.6,133.88,315.57
378.6,452.51,245.98,77.65,300.91,447.41,30.3,254.47,70.12,360.38,429.07,292.65,457.85,73.12,265.6,72.4,162.76,61.79,476.79,292.44
141.82,458.24,479.44,138.36,218.0,167.15,110.02,90.64,165.07,388.0,469.68,385.87,497.12,349.91,498.8,465.32,415.97,186.38,297.76,25.69
205.86,222.45,477.96,1.32,63.93,1.68,456.9,487.77,349.95,75.88,14.65,90.96,200.5,68.19,325.89,26.43,253.86,14.89,257.86,146.51
328.83,69.6,40.11,249.2,261.96,149.69,257.92,475.66,400.93,214.88,265.2,138.81,187.4,149.78,493.61,379.27,372.31,21.91,149.44,440.05
290.28,201.26,244.45,205.19,178.73,69.04,18.54,346.96,352.31,265.31,255.51,238.62,61.0,131.25,325.55,317.59,411.84,352.45,371.99,271.82
418.81,143.9,133.5,399.48,244.69,386.24,185.73,273.64,379.28,309.21,171.63,76.98,247.89,485.64,363.56,142.57,460.24,35.17,262.82,41.88
